# n_s=0.963 As=2.1e-09
# ell  Cl_TT_muK2
0	0.00000000000000e+00
1	0.00000000000000e+00
2	1.45470312568136e-10
3	6.88554335355634e-11
4	3.90811771484377e-11
5	2.49442446226875e-11
6	1.72760283305541e-11
7	1.26986897118432e-11
8	9.75572713520732e-12
9	7.75866224562279e-12
10	6.34080894188093e-12
11	5.29435792608614e-12
12	4.50638398165202e-12
13	3.89167902877590e-12
14	3.40276094345717e-12
15	3.00409816582192e-12
16	2.68019937315345e-12
17	2.41353431233073e-12
18	2.18886051975281e-12
19	1.99946829527714e-12
20	1.83523498672055e-12
21	1.69303437089980e-12
22	1.56911431937907e-12
23	1.45985851793768e-12
24	1.36343719053663e-12
25	1.27807024583507e-12
26	1.20153384674940e-12
27	1.13307069341305e-12
28	1.07139855147758e-12
29	1.01555236966933e-12
30	9.64977763103254e-13
31	9.18508058925784e-13
32	8.76330457107917e-13
33	8.37540279169412e-13
34	8.01756019363760e-13
35	7.69046385062533e-13
36	7.38497454747289e-13
37	7.10226465475340e-13
38	6.84070749083171e-13
39	6.59768067954809e-13
40	6.37100066088038e-13
41	6.15874597338070e-13
42	5.95967172730020e-13
43	5.77271183420875e-13
44	5.59706851734074e-13
45	5.43207322268703e-13
46	5.27672411001930e-13
47	5.13018844040003e-13
48	4.99168755909173e-13
49	4.86057551953922e-13
50	4.73649164885006e-13
51	4.61910905062245e-13
52	4.50777711895936e-13
53	4.40185853688257e-13
54	4.30093232947022e-13
55	4.20465737000716e-13
56	4.11302958360328e-13
57	4.02600152488762e-13
58	3.94316049041525e-13
59	3.86402671690380e-13
60	3.78832413745398e-13
61	3.71586220151873e-13
62	3.64646152554043e-13
63	3.57998217219494e-13
64	3.51626238903415e-13
65	3.45519579679426e-13
66	3.39670354486009e-13
67	3.34060263265949e-13
68	3.28669215917072e-13
69	3.23477523360682e-13
70	3.18469714572055e-13
71	3.13632881970787e-13
72	3.08976954530266e-13
73	3.04510486848244e-13
74	3.00224880409303e-13
75	2.96110940629050e-13
76	2.92153334342041e-13
77	2.88326401714417e-13
78	2.84621805157883e-13
79	2.81039746127552e-13
80	2.77577270751370e-13
81	2.74231839883333e-13
82	2.70999536905593e-13
83	2.67872442206221e-13
84	2.64845831411447e-13
85	2.61914387382728e-13
86	2.59073590891756e-13
87	2.56316098074577e-13
88	2.53636337676403e-13
89	2.51032246536147e-13
90	2.48501061798177e-13
91	2.46040865015831e-13
92	2.43648917900225e-13
93	2.41324018959651e-13
94	2.39062865355236e-13
95	2.36864408100671e-13
96	2.34725578355860e-13
97	2.32644139623333e-13
98	2.30618609999438e-13
99	2.28645017907220e-13
100	2.26722750411191e-13
101	2.24849352452544e-13
102	2.23023099090321e-13
103	2.21241170214250e-13
104	2.19502059538894e-13
105	2.17803762144549e-13
106	2.16144377709776e-13
107	2.14522104296295e-13
108	2.12934698811717e-13
109	2.11381616262087e-13
110	2.09860772883889e-13
111	2.08370694549654e-13
112	2.06910432285725e-13
113	2.05478576228031e-13
114	2.04073787298402e-13
115	2.02694793216076e-13
116	2.01340847713874e-13
117	2.00010777593036e-13
118	1.98703019662733e-13
119	1.97416974879454e-13
120	1.96151632639783e-13
121	1.94906030958807e-13
122	1.93678835152788e-13
123	1.92469605031348e-13
124	1.91277508959790e-13
125	1.90101355485077e-13
126	1.88940800657403e-13
127	1.87794737225487e-13
128	1.86662495790933e-13
129	1.85543812447755e-13
130	1.84437691770746e-13
131	1.83343200880501e-13
132	1.82260573909396e-13
133	1.81188624252405e-13
134	1.80127269739520e-13
135	1.79075741612781e-13
136	1.78033983632347e-13
137	1.77001271905334e-13
138	1.75977245646006e-13
139	1.74961236229646e-13
140	1.73953562579152e-13
141	1.72953265588838e-13
142	1.71960053733311e-13
143	1.70973952511773e-13
144	1.69994079188149e-13
145	1.69020485754852e-13
146	1.68052046858144e-13
147	1.67088560917647e-13
148	1.66129549445284e-13
149	1.65174556813036e-13
150	1.64223149161539e-13
151	1.63274632186051e-13
152	1.62329397420496e-13
153	1.61387007355654e-13
154	1.60447571863764e-13
155	1.59510933920321e-13
156	1.58577456135082e-13
157	1.57646468232625e-13
158	1.56718332580135e-13
159	1.55792651310298e-13
160	1.54869288909390e-13
161	1.53947633624079e-13
162	1.53027578562671e-13
163	1.52109021281377e-13
164	1.51191399204591e-13
165	1.50274864403741e-13
166	1.49359107961008e-13
167	1.48444059155475e-13
168	1.47529650284980e-13
169	1.46615816537782e-13
170	1.45702495870101e-13
171	1.44789415262679e-13
172	1.43876947585267e-13
173	1.42964613549166e-13
174	1.42052368223161e-13
175	1.41140372665817e-13
176	1.40228380913370e-13
177	1.39316371945129e-13
178	1.38404132076678e-13
179	1.37491847144810e-13
180	1.36579502003521e-13
181	1.35666891454196e-13
182	1.34754196590848e-13
183	1.33841404128719e-13
184	1.32928316804835e-13
185	1.32015111070001e-13
186	1.31101594638573e-13
187	1.30187940893665e-13
188	1.29274139152617e-13
189	1.28360004258099e-13
190	1.27445705133401e-13
191	1.26531232437682e-13
192	1.25616407711278e-13
