# fiducial ns=0.965 As=2.1e-09
# ell  Cl_TT_muK2
0	0.00000000000000e+00
1	0.00000000000000e+00
2	1.44079426748724e-10
3	6.82269551127846e-11
4	3.87389501546893e-11
5	2.47339738533856e-11
6	1.71354676275907e-11
7	1.25987533740780e-11
8	9.68132651908343e-12
9	7.70123486208433e-12
10	6.29519661300993e-12
11	5.25729766435905e-12
12	4.47565005104502e-12
13	3.86579506333134e-12
14	3.38067113864686e-12
15	2.98504957149413e-12
16	2.66358462147664e-12
17	2.39889287974008e-12
18	2.17584955755099e-12
19	1.98782505951789e-12
20	1.82475368124001e-12
21	1.68354755130557e-12
22	1.56048361583189e-12
23	1.45196952829145e-12
24	1.35619486250544e-12
25	1.27139528328892e-12
26	1.19535954950580e-12
27	1.12733997091052e-12
28	1.06606230792430e-12
29	1.01056890906199e-12
30	9.60311493248295e-13
31	9.14127738111629e-13
32	8.72208465101888e-13
33	8.33652449568502e-13
34	7.98081267465394e-13
35	7.65566465573804e-13
36	7.35196393174540e-13
37	7.07089497364512e-13
38	6.81084193511480e-13
39	6.56919860875472e-13
40	6.34379696304223e-13
41	6.13272832594649e-13
42	5.93475654395078e-13
43	5.74882269591894e-13
44	5.57413540477747e-13
45	5.41003184622825e-13
46	5.25551543663422e-13
47	5.10975859465272e-13
48	4.97198738661759e-13
49	4.84156009555327e-13
50	4.71811984599810e-13
51	4.60134311070577e-13
52	4.49058214126282e-13
53	4.38520216929747e-13
54	4.28478453880086e-13
55	4.18899023674476e-13
56	4.09781714719984e-13
57	4.01121972699185e-13
58	3.92878703505815e-13
59	3.85004091706801e-13
60	3.77470677716535e-13
61	3.70259538258058e-13
62	3.63352844655830e-13
63	3.56736701745655e-13
64	3.50395025566028e-13
65	3.44317262833201e-13
66	3.38495610452871e-13
67	3.32911857543526e-13
68	3.27545999416907e-13
69	3.22378425713731e-13
70	3.17393738033352e-13
71	3.12579091169533e-13
72	3.07944453653890e-13
73	3.03498413002447e-13
74	2.99232402043666e-13
75	2.95137256054299e-13
76	2.91197674846912e-13
77	2.87388047378730e-13
78	2.83700085695737e-13
79	2.80134037290835e-13
80	2.76686991024086e-13
81	2.73356445790659e-13
82	2.70138513932462e-13
83	2.67025301402976e-13
84	2.64012107852411e-13
85	2.61093638734075e-13
86	2.58265395965362e-13
87	2.55520055151783e-13
88	2.52852063293994e-13
89	2.50259374465472e-13
90	2.47739242091871e-13
91	2.45289763284415e-13
92	2.42908215119911e-13
93	2.40593410783974e-13
94	2.38342061307769e-13
95	2.36153130819646e-13
96	2.34023562886869e-13
97	2.31951132756615e-13
98	2.29934369648528e-13
99	2.27969312526004e-13
100	2.26055358446657e-13
101	2.24190061830717e-13
102	2.22371706733088e-13
103	2.20597481584941e-13
104	2.18865888214672e-13
105	2.17174929413787e-13
106	2.15522712192754e-13
107	2.13907441587676e-13
108	2.12326881143363e-13
109	2.10780492184900e-13
110	2.09266196967433e-13
111	2.07782527209818e-13
112	2.06328539946338e-13
113	2.04902831136761e-13
114	2.03504067243888e-13
115	2.02130981260713e-13
116	2.00782831941270e-13
117	1.99458450869229e-13
118	1.98156279410326e-13
119	1.96875722863874e-13
120	1.95615774766925e-13
121	1.94375477083383e-13
122	1.93153498896738e-13
123	1.91949403611721e-13
124	1.90762363025524e-13
125	1.89591188962181e-13
126	1.88435540602029e-13
127	1.87294313684452e-13
128	1.86166841669268e-13
129	1.85052863382867e-13
130	1.83951386012832e-13
131	1.82861479137386e-13
132	1.81783379077486e-13
133	1.80715901285703e-13
134	1.79658965565571e-13
135	1.78611805052563e-13
136	1.77574365323884e-13
137	1.76545924230848e-13
138	1.75526122662408e-13
139	1.74514293602203e-13
140	1.73510757518164e-13
141	1.72514556789165e-13
142	1.71525401316607e-13
143	1.70543317971291e-13
144	1.69567425335982e-13
145	1.68597776671500e-13
146	1.67633247844274e-13
147	1.66673638447952e-13
148	1.65718471124330e-13
149	1.64767291333002e-13
150	1.63819666261758e-13
151	1.62874902566213e-13
152	1.61933392516342e-13
153	1.60994699268854e-13
154	1.60058933341906e-13
155	1.59125938337633e-13
156	1.58196077473851e-13
157	1.57268681065295e-13
158	1.56344112052035e-13
159	1.55421973122996e-13
160	1.54502129304633e-13
161	1.53583969368291e-13
162	1.52667386932004e-13
163	1.51752280047277e-13
164	1.50838086619854e-13
165	1.49924959189061e-13
166	1.49012589291975e-13
167	1.48100906650009e-13
168	1.47189843991203e-13
169	1.46279336922279e-13
170	1.45369323806583e-13
171	1.44459532021014e-13
172	1.43550334820875e-13
173	1.42641253292761e-13
174	1.41732242870819e-13
175	1.40823464969376e-13
176	1.39914673926528e-13
177	1.39005848840054e-13
178	1.38096776101494e-13
179	1.37187641626486e-13
180	1.36278430350557e-13
181	1.35368937159110e-13
182	1.34459343232487e-13
183	1.33549635374382e-13
184	1.32639616412242e-13
185	1.31729462889096e-13
186	1.30818982613184e-13
187	1.29908349063022e-13
188	1.28997551652736e-13
189	1.28086405323038e-13
190	1.27175079096404e-13
191	1.26263563732201e-13
